#,MLS,Stat,Type,Address,ZipCode,City,City Code,State,List/Sell,Days on Market,Bds,Bths,SF,Start Date,Acres,Source,Lot Square Footage,Property Type,SchoolDistric,Livability Index,#,,,,Town,Livability Index
409,1745300,S,RESI,20120 2nd Ave S,98198,Des Moines,120,WA,"565,000",3,4,1.75,1850,05/03/2021  ,0.172,Real List,7500,Single Family,Highline,0,3505,,,,,
409,1756288,S,RESI,20004 3rd Ave S,98198,Des Moines,120,WA,"625,000",7,4,2,1760,05/12/2021  ,0.165,Realist,7183,Single Family,Highline,0,3506,,,,,
409,1758346,S,RESI,1805 S 223rd St,98198,Des Moines,120,WA,"635,000",4,5,1.75,2200,05/11/2021  ,0.317,Public Records,13800,Single Family,Highline,0,3507,,,,,
409,1780438,A,RESI,23037 16th Ave S,98198,Des Moines,120,WA,"539,950",3,3,2.5,1650,05/27/2021  ,0.212,KCR,9225,Single Family,Highline,0,3508,,,,,
409,1762625,S,RESI,23901 20th Ave S,98198,Des Moines,120,WA,"465,000",3,3,2.5,1564,05/18/2021  ,0.043,KCR,1875,Single Family,Highland,0,3509,,,,,
410,1779388,A,RESI,10513 NE 190th St,98011,Bothell,610,WA,"939,950",8,5,2.75,3170,05/22/2021  ,0.226,KCA,9835,Single Family,Northshore,79,3510,,,,,
410,1761261,S,RESI,1841 S 243rd St,98198,Des Moines,120,WA,"560,000",5,3,2.5,1900,05/19/2021  ,0.191,Realist/Matrix,8323,Single Family,Highline,0,3511,,,,,
410,1748963,S,RESI,26478 8th Ave S,98198,Des Moines,120,WA,,9,3,2.25,2090,05/10/2021  ,0.128,KCR,5558,Single Family,Highline,0,3512,,,,,
410,1756917,S,RESI,903 S 261st Place,98198,Des Moines,120,WA,,5,3,2.25,2720,05/21/2021  ,0.179,county,7789,Single Family,Federal Way,0,3513,,,,,
410,1753218,S,RESI,21420 4th Place S,98198,Des Moines,120,WA,,6,3,2.5,2380,05/14/2021  ,0.179,Public records,7812,Single Family,Highline,0,3514,,,,,
410,1751366,S,RESI,20923 8th Ave S,98198,Des Moines,120,WA,,14,3,2.5,2960,05/17/2021  ,0.261,Survey,11385,Single Family,Highline,0,3515,,,,,
410,1778955,A,RESI,24405 25th Ave S,98198,Des Moines,120,WA,,8,4,3,1780,05/22/2021  ,0.138,Realist.com,6000,Single Family,Highline,0,3516,,,,,
410,1770582,A,RESI,21032 5th Ave S,98198,Des Moines,120,WA,,8,4,2.5,2580,05/22/2021  ,0.199,Tax Records,8660,Single Family,Highline,0,3517,,,,,
410,1775487,A,RESI,908 S 279th Place,98198,Des Moines,120,WA,"1,698,000",3,4,2.25,2140,05/27/2021  ,0.567,Public Records,24690,Single Family,Federal Way,0,3518,,,,,
410,1751774,S,RESI,21501 14th Ave S,98198,Des Moines,120,WA,"680,000",6,4,3,2475,05/12/2021  ,0.222,Realist,9680,Single Family,Highline,0,3519,,,,,
410,1762381,S,RESI,20725 7th Place S,98198,Des Moines,120,WA,"694,000",6,4,2.75,1770,05/21/2021  ,0.16,KCR,6987,Single Family,Highline,0,3520,,,,,
411,1780647,A,RESI,19711 108th Ave NE,98011,Bothell,610,WA,"1,025,000",3,5,3,2290,05/27/2021  ,0.216,KC Records,9400,Single Family,Northshore,79,3521,,,,,
411,1757701,S,RESI,27333 15th Ct S,98198,Des Moines,120,WA,"778,000",5,4,2.5,2733,05/26/2021  ,0.112,Realist,4890,Single Family,Federal Way,0,3522,,,,,
411,1753411,S,RESI,24028 Marine View Dr S,98198,Des Moines,120,WA,"840,000",6,4,2.75,2663,05/17/2021  ,0.193,Realist,8400,Single Family,Highline,0,3523,,,,,
411,1755527,S,RESI,818 S 272nd St,98198,Des Moines,120,WA,"1,075,000",4,4,2.25,2975,05/14/2021  ,0.176,Appraisal,7650,Single Family,Federal Way,0,3524,,,,,
411,1760004,S,RESI,27824 10th Ave S,98198,Des Moines,120,WA,"1,210,000",5,4,2.5,3248,05/27/2021  ,2.74,Realist- Buyer to Verify,119354,Single Family,Federal Way,0,3525,,,,,
411,1754203,S,RESI,26021 Marine View Dr S,98198,Des Moines,120,WA,"1,575,000",5,4,3,4280,05/21/2021  ,0.906,KCR,39467,Single Family,Federal Way,0,3526,,,,,
411,1756634,S,RESI,23311 11th Place S,98198,Des Moines,120,WA,"553,000",4,5,2.5,2540,05/25/2021  ,0.196,KCR,8527,Single Family,Highline,0,3527,,,,,
411,1762037,S,RESI,2007 S 232nd St,98198,Des Moines,120,WA,"710,000",6,5,2.75,2590,05/28/2021  ,0.216,Tax Records,9394,Single Family,Highline,0,3528,,,,,
411,1747195,S,RESI,27343 13th Ct S,98198,Des Moines,120,WA,"765,000",6,5,3,3165,05/05/2021  ,0.111,County Record,4845,Single Family,Federal Way,0,3529,,,,,
411,1752380,S,RESI,115 S 214th St,98198,Normandy Park,120,WA,"1,000,000",9,5,3,2640,05/25/2021  ,0.366,public records,15936,Single Family,Highline,0,3530,,,,,
411,1759507,A,RESI,21239 1st Place S,98198,Des Moines,120,WA,"774,950",43,3,3,2490,04/17/2021  ,0.115,KCR,5020,Single Family,Highline,0,3531,,,,,
412,1757455,A,RESI,8907 NE 199th Place #9,98011,Bothell,610,WA,"1,599,950",47,5,2.75,3081,04/13/2021  ,0.103,Plot Plan,4500,Single Family,Northshore,79,3532,,,,,
412,1734885,A,RESI,2821 Thorndyke Ave W,98199,Seattle,700,WA,"2,750,000",122,0,0,,02/25/2021  ,0.096,Public Records,4170,Single Family,Seattle,0,3533,,,,,
412,1757518,S,RESI,3052 31st Ave W,98199,Seattle,700,WA,"680,000",5,2,1,940,05/27/2021  ,0.041,KCR,1804,Single Family,Seattle,0,3534,,,,,
412,1756784,S,RESI,3825 35th Ave W,98199,Seattle,700,WA,"995,990",2,3,1,1480,05/21/2021  ,0.138,County,6000,Single Family,Seattle,0,3535,,,,,
412,1756885,S,RESI,3642 40th Ave W,98199,Seattle,700,WA,"1,033,000",6,3,1,1120,05/18/2021  ,0.117,Realist,5102,Single Family,Seattle,0,3536,,,,,
412,1777532,A,RESI,3801 23rd Ave W,98199,Seattle,700,WA,"679,950",3,2,1.75,1012,05/28/2021  ,0.008,ULS,346,Single Family,Seattle,0,3537,,,,,
412,1758543,S,RESI,2308 W Emerson St,98199,Seattle,700,WA,"649,950",32,2,1.75,909,05/22/2021  ,0.014,Plans,615,Single Family,Seattle,0,3538,,,,,
412,1749589,S,RESI,2306 W Emerson St,98199,Seattle,700,WA,"680,000",1,2,1.75,1121,05/01/2021  ,0.015,Plans,650,Single Family,Seattle,0,3539,,,,,
412,1744988,S,RESI,2123 Condon Wy W,98199,Seattle,700,WA,"1,100,000",6,2,1.5,2200,05/06/2021  ,0.248,Public Records,10800,Single Family,Seattle,0,3540,,,,,
412,1757802,A,RESI,3015 30th Ave W #A,98199,Seattle,700,WA,"789,950",4,3,1.75,1158,05/26/2021  ,0.02,County,869,Single Family,Seattle,0,3541,,,,,
412,1779407,A,RESI,3228 W Government Wy,98199,Seattle,700,WA,"949,000",8,3,2,1570,05/22/2021  ,0.03,KCR,1290,Single Family,Seattle,0,3542,,,,,
413,1773594,A,RESI,8914 NE 200th Place #31,98011,Bothell,610,WA,"1,649,950",17,5,2.75,3081,05/13/2021  ,0.166,Plot Plan,7220,Single Family,Northshore,79,3543,,,,,
413,1638116,A,RESI,4508 W Sheridan St,98199,Seattle,700,WA,"4,400,000",303,3,2,3200,07/31/2020  ,0.779,Realist,33937,Single Family,Seattle,0,3544,,,,,
413,1759725,S,RESI,4564 36th Ave W,98199,Seattle,700,WA,"999,999",6,3,1.25,1960,05/20/2021  ,0.138,Realist,6000,Single Family,Seattle,0,3545,,,,,
413,1751413,S,RESI,2607 31st Ave W,98199,Seattle,700,WA,"1,055,000",5,3,1.75,1760,05/07/2021  ,0.136,tax,5919,Single Family,Seattle,0,3546,,,,,
413,1742768,S,RESI,2611 30th Ave W,98199,Seattle,700,WA,"1,315,000",8,3,1.75,2180,05/19/2021  ,0.115,realist,4989,Single Family,Seattle,0,3547,,,,,
413,1757706,S,RESI,2300 Viewmont Wy W,98199,Seattle,700,WA,"1,528,000",3,3,1.75,2370,05/17/2021  ,0.126,Realist,5481,Single Family,Seattle,0,3548,,,,,
413,1757837,S,RESI,1938 35th Ave W,98199,Seattle,700,WA,"1,550,000",3,3,2,2720,05/26/2021  ,0.136,KCR,5940,Single Family,Seattle,0,3549,,,,,
413,1778074,A,RESI,3316 W Government Wy #B,98199,Seattle,700,WA,"928,800",2,4,1.75,2240,05/28/2021  ,0.053,Realist,2289,Single Family,Seattle,0,3550,,,,,
413,1782378,A,RESI,2704 W Barrett St,98199,Seattle,700,WA,"1,399,999",2,4,1.75,2520,05/28/2021  ,0.143,Realist,6250,Single Family,Seattle,0,3551,,,,,
413,1778978,A,RESI,2904 28th Ave W,98199,Seattle,700,WA,"1,420,000",3,4,1.75,3030,05/27/2021  ,0.179,KCR,7800,Single Family,Seattle,0,3552,,,,,
413,1759804,S,RESI,2445 34th Ave W,98199,Seattle,700,WA,"1,025,000",6,4,1.5,1730,05/20/2021  ,0.138,Realist,6000,Single Family,Seattle,0,3553,,,,,
414,1742221,S,RESI,8400 NE 190th St,98011,Bothell,610,WA,"1,475,000",130,5,3,3160,05/14/2021  ,0.801,Builder,34912,Single Family,Northshore,79,3554,,,,,
414,1757477,S,RESI,3250 31st Ave W,98199,Seattle,700,WA,"1,150,000",1,4,1.75,1764,05/19/2021  ,0.146,KCR,6360,Single Family,Seattle,0,3555,,,,,
414,1757114,S,RESI,3048 34th Ave W,98199,Seattle,700,WA,"1,191,000",3,4,1.75,1925,05/17/2021  ,0.157,Realist,6840,Single Family,Seattle,0,3556,,,,,
414,1758045,S,RESI,2526 26th Ave W,98199,Seattle,700,WA,"1,400,000",5,4,2.75,2720,05/19/2021  ,0.124,King County Records,5400,Single Family,Seattle,0,3557,,,,,
414,1741013,S,RESI,4220 Williams Ave W #B,98199,Seattle,700,WA,"740,000",5,2,2.5,1058,05/10/2021  ,0.049,Building Plans,2113,Single Family,Seattle,0,3558,,,,,
414,1763811,S,RESI,2515 43rd Ave W,98199,Seattle,700,WA,"1,388,545",6,2,2,2060,05/19/2021  ,0.085,Public Records,3701,Single Family,Seattle,0,3559,,,,,
414,1777287,A,RESI,3606 Arapahoe Place W,98199,Seattle,700,WA,"1,325,000",11,3,2.5,2080,05/19/2021  ,0.115,Realist,5018,Single Family,Seattle,0,3560,,,,,
414,1749194,S,RESI,2423 W Boston St,98199,Seattle,700,WA,"1,049,000",7,3,2.5,2181,05/06/2021  ,0.092,KCR,4000,Single Family,Seattle,0,3561,,,,,
414,1753948,S,RESI,2210 Eastmont Wy W,98199,Seattle,700,WA,"1,635,000",6,3,2.5,2408,05/15/2021  ,0.123,County Assessor,5350,Single Family,Seattle,0,3562,,,,,
414,1779993,A,RESI,3425 35th Ave W,98199,Seattle,700,WA,"1,090,000",3,4,3,2600,05/27/2021  ,0.138,Realist,6000,Single Family,Seattle,0,3563,,,,,
414,1744535,S,RESI,2863 W Government Wy,98199,Seattle,700,WA,"910,000",17,4,2.25,2010,04/30/2021  ,0.073,Public records,3200,Single Family,Seattle,0,3564,,,,,
415,1783165,A,RESI,8809 NE 200th Place #22,98011,Bothell,610,WA,"1,700,950",0,4,3.25,"3,183",05/30/2021  ,0.166,Plot Plan,7214,Single Family,Northshore,79,3565,,,,,
415,1752931,S,RESI,4037 33rd Ave W,98199,Seattle,700,WA,"1,025,000",5,4,2.5,2170,05/13/2021  ,0.138,Realist,6000,Single Family,Seattle,0,3566,,,,,
415,1765181,S,RESI,3722 W Armour Place           ,98199,Seattle,700,WA,"$1,550,000 ",3,3,,2900,05/26/2021  ,0.118,Public Records,,,Seattle,0,3567,,,,,
415,1744536,S,RESI,2414 Montavista Place W       ,98199,Seattle,700,WA,"$1,600,000 ",3,3,,2360,05/01/2021  ,0.131,Realist,,,Seattle,0,3568,,,,,
415,1755333,S,RESI,2820 28th Ave W               ,98199,Seattle,700,WA,"$1,667,500 ",3,3,,3091,05/19/2021  ,0.176,Realist,,,Seattle,0,3569,,,,,
415,1766259,S,RESI,5412 40th Ave W               ,98199,Seattle,700,WA,"$1,695,000 ",3,3,,2980,05/24/2021  ,0.126,Realist,,,Seattle,0,3570,,,,,
415,1754092,S,RESI,4731 W Roberts Wy             ,98199,Seattle,700,WA,"$2,450,000 ",2,2,,3350,05/14/2021  ,0.6,King county,,,Seattle,0,3571,,,,,
415,1751873,A,RESI,3321 38th Ave W               ,98199,Seattle,700,WA,"$1,650,000 ",3,3,,4240,05/28/2021  ,0.168,Realist,,,Seattle,0,3572,,,,,
415,1754272,S,RESI,3552 W Howe St                ,98199,Seattle,700,WA,"$1,915,000 ",3,3,,3375,05/16/2021  ,0.131,County,,,Seattle,0,3573,,,,,
415,1775304,A,RESI,3629 22nd Ave W               ,98199,Seattle,700,WA,"$874,950 ",4,4,,1830,05/20/2021  ,0.058,Realist,,,Seattle,0,3574,,,,,
415,1780232,A,RESI,2308 W Bertona St             ,98199,Seattle,700,WA,"$1,143,000 ",3,3,,2011,05/24/2021  ,0.04,Seller,,,Seattle,0,3575,,,,,
416,1783056,A,RESI,20046 94th Ave NE,98011,Bothell,610,WA,"1,089,000",3,5,3.5,3113,05/29/2021  ,0.076,Public Records,3320,Single Family,Northshore,79,3576,,,,,
416,1711169,A,RESI,3363 W Commodore Wy           ,98199,Seattle,700,WA,"$1,650,000 ",3,3,,5340,01/03/2021  ,0.161,Public Records,,,Seattle,0,3577,,,,,
416,1772803,A,RESI,3212 42nd Ave W               ,98199,Seattle,700,WA,"$2,488,000 ",4,4,,4129,05/20/2021  ,0.133,KCR,,,Seattle,0,3578,,,,,
416,1752115,S,RESI,3835 Gilman Ave W             ,98199,Seattle,700,WA,"$810,000 ",3,3,,1290,05/07/2021  ,0.03,Realist - Buyer to Verify,,,Seattle,0,3579,,,,,
416,1766056,S,RESI,3215 W Lynn St                ,98199,Seattle,700,WA,"$1,475,000 ",3,3,,2915,05/28/2021  ,0.034,KCR,,,Seattle,0,3580,,,,,
416,1768284,A,RESI,2515 W Smith St               ,98199,Seattle,700,WA,"$2,799,000 ",3,3,,3980,05/07/2021  ,0.165,Realist- Buyer to Verify,,,Seattle,0,3581,,,,,
416,1743971,A,RESI,2312 Magnolia Blvd W          ,98199,Seattle,700,WA,"$4,450,000 ",3,3,,4082,03/22/2021  ,0.114,KCA,,,Seattle,0,3582,,,,,
416,1739340,S,RESI,2411 29th Ave W               ,98199,Seattle,700,WA,"$1,850,000 ",4,4,,3900,05/07/2021  ,0.116,Realist,,,Seattle,0,3583,,,,,
416,1754651,S,RESI,2346 W Viewmont Wy W          ,98199,Seattle,700,WA,"$2,275,000 ",3,3,,2890,05/18/2021  ,0.118,KCR,,,Seattle,0,3584,,,,,
416,1750767,S,RESI,2005 36th Ave W               ,98199,Seattle,700,WA,"$2,155,000 ",3,3,,4350,05/17/2021  ,0.278,KCR-owner,,,Seattle,0,3585,,,,,
416,1753402,S,RESI,3614 W Lawton St              ,98199,Seattle,700,WA,"$2,180,000 ",4,4,,3431,05/17/2021  ,0.339,Public Records,,,Seattle,0,3586,,,,,
417,1753919,S,RESI,20326 126th Ave NE,98011,Bothell,610,WA,"1,575,000",3,5,3.25,"3,461",05/12/2021  ,0.223,Realist,9724,Single Family,Northshore,79,3587,,,,,
417,1746359,S,RESI,4329 W Sheridan St            ,98199,Seattle,700,WA,"$2,590,000 ",4,5,3.5,, 05/13/2021 ,0.67,,,,Seattle,0,3588,,,,,
417,1768246,A,RESI,2847 34th Ave W               ,98199,Seattle,700,WA,"$1,674,900 ",25,6,3.25,, 05/05/2021 ,0.147,,,,Seattle,0,3589,,,,,
417,1755678,S,RESI,1816 30th Ave W               ,98199,Seattle,700,WA,"$2,450,000 ",3,5,4,, 05/17/2021 ,0.115,,,,Seattle,0,3590,,,,,
417,1775348,A,RESI,2614 39th Ave W               ,98199,Seattle,700,WA,"$4,200,000 ",13,4,4.25,, 05/17/2021 ,0.223,,,,Seattle,0,3591,,,,,
417,1721207,A,RESI,4551 W Raye St                ,98199,Seattle,700,WA,"$4,750,000 ",23,6,5.75,, 05/07/2021 ,0.236,,,,Seattle,0,3592,,,,,
417,1781877,A,RESI,63822 NE 190th                ,98224,Baring,550,WA,"$275,000 ",3,2,1,, 05/27/2021 ,0.232,,,,Baring,0,3593,,,,,
417,1782021,A,RESI,14602 NE 681 Ave              ,98224,Baring,610,WA,"$299,990 ",2,1,1,, 05/28/2021 ,0.172,,,,Baring,0,3594,,,,,
417,1730858,A,RESI,63623 NE Index Creek Rd       ,98251,Gold Bar,600,WA,"$650,000 ",100,3,1.5,, 02/19/2021 ,0.25,,,,Gold Bar,0,3595,,,,,
417,1756334,A,RESI,136 Old Cascade Hwy W         ,98288,Skykomish,550,WA,"$375,000 ",60,3,1,, 04/12/2021 ,0.09,,,,Skyhomish,0,3596,,,,,
417,1761982,S,RESI,11832 Tye River Rd NE         ,98288,Skykomish,600,WA,"$710,000 ",4,2,1,, 05/30/2021 ,0.444,,,,Skyhomish,0,3597,,,,,
418,1757473,A,RESI,8812 NE 199h Place #1,98011,Bothell,610,WA,"1,849,950",47,5,4.25,"4,090",04/13/2021  ,0.188,Plot Plan,8177,Single Family,Northshore,79,3598,,,,,
418,1749727,A,RESI,136 Old Cascade Hwy W         ,98288,Skykomish,600,WA,"$375,000 ",60,3,1,, 03/31/2021 ,0.09,public records,,,Skyhomish,0,3599,,,,,
418,1736492,S,RESI,69814 NE 130th St             ,98288,Skykomish,600,WA,"$505,000 ",8,4,2,, 05/12/2021 ,0.6,County,,,Skyhomish,0,3600,,,,,
418,1763205,S,RESI,531 Sky Lane                  ,98288,Skykomish,600,WA,"$735,000 ",5,3,2.5,, 05/30/2021 ,0.29,taxes,,,Skyhomish,0,3601,,,,,
418,1743907,S,RESI,1708 Balsa Ct                 ,98354,Milton,100,WA,"$435,000 ",6,3,1.75,, 05/08/2021 ,0.207,Assessor,,,Milton,0,3602,,,,,
418,1738186,S,RESI,95 17th Ave                   ,98354,Milton,100,WA,"$440,000 ",5,3,2.25,, 05/12/2021 ,0.219,Title,,,Milton,0,3603,,,,,
418,1754584,S,RESI,2202 Virginia Ct              ,98354,Milton,100,WA,"$845,000 ",6,5,3.75,, 05/14/2021 ,0.318,Realist,,,Milton,0,3604,,,,,
418,1781473,A,RESI,3830 49th Ave NE              ,98422,Auburn,110,WA,"$589,950 ",41,4,2.5,, 05/26/2021 ,0.26,Public Records,,,Auburn,0,3605,,,,,
418,1782521,A,RESI,2007 Jones Ave NE             ,98506,Renton,350,WA,"$1,100,000 ",3,5,2.75,, 05/28/2021 ,0.115,Title Company,,,Renton,0,3606,,,,,
418,1776390,A,RESI,51821 RE Undisclosed          ,98717,Seattle,380,WA,"$650,000 ",13,5,2,, 05/18/2021 ,0.216,KCR,,,Seattle,0,3607,,,,,
419,1760902,S,RESI,4611 Fremont Ave N,98013,Seattle,705,WA,"613,000",1,4,1,2400,05/03/2021  ,0.077,King County Records,3333,Single Family,Seattle,0,3608,,,,,
420,1726855,S,RESI,32322 NE 55th St,98014,Carnation,550,WA,"352,500",61,2,1,860,05/04/2021  ,0.344,County,15000,Single Family,Riverview,0,3609,,,,,
421,1773919,A,RESI,32933 NE 108th St,98014,Carnation,550,WA,"1,234,900",90,3,2,2740,05/13/2021  ,15.843 ,County,690108,Single Family,Riverview,0,3610,,,,,
422,1757442,S,RESI,5623 320th Ave NE,98014,Carnation,550,WA,"750,000",7,3,1.75,1750,05/22/2021  ,2.026,County,88247,Single Family,Riverview,0,3611,,,,,
423,1746514,S,RESI,11126 318th Place NE,98014,Carnation,550,WA,"805,000",1,3,1.75,1630,05/24/2021  ,0.34,Public Records,14810,Single Family,Riverview,0,3612,,,,,
424,1779697,A,RESI,11504 320th Ave NE,98014,Carnation,550,WA,"674,950",7,4,2,1890,05/24/2021  ,0.531,County Records,23149,Single Family,Riverview,0,3613,,,,,
425,1737583,S,RESI,4846 328th Ave NE,98014,Carnation,550,WA,"530,000",17,4,1.75,1400,05/03/2021  ,0.232,Realist,10114,Single Family,Riverview,0,3614,,,,,
426,1772813,A,RESI,1240 293rd Ave NE,98014,Carnation,550,WA,"899,950",17,3,2.5,2220,05/13/2021  ,0.909,King County Records,39600,Single Family,Snoqualmie,0,3615,,,,,
427,1748699,S,RESI,31812 NE 103rd St,98014,Carnation,550,WA,"755,000",4,3,2.5,1670,05/10/2021  ,0.392,Realist,17071,Single Family,Riverview,0,3616,,,,,
428,1753874,S,RESI,31744 NE 102nd Place,98014,Carnation,550,WA,"800,000",8,3,2.5,2410,05/18/2021  ,0.346,Realist- Buyer to Verify,15058,Single Family,Riverview,0,3617,,,,,
429,1750311,S,RESI,32909 NE 43rd Place,98014,Carnation,550,WA,"820,000",4,3,2.5,2530,05/07/2021  ,0.5,Realist,21785,Single Family,Riverview,0,3618,,,,,
430,1748912,S,RESI,31723 NE 114th St,98014,Carnation,550,WA,"835,000",5,3,2.5,2020,05/05/2021  ,0.482,Realist,21010,Single Family,Riverview,0,3619,,,,,
431,1760827,S,RESI,1202 W Snoqualmie River Rd NE,98014,Carnation,550,WA,"1,296,950",6,3,2.5,2329,05/27/2021  ,21.639 ,KCR,942598,Single Family,Riverview,0,3620,,,,,
432,1745965,S,RESI,1801 344th Ave NE,98014,Carnation,550,WA,"1,400,000",2,3,2.5,2475,05/02/2021  ,4.907,Realist,213747,Single Family,Riverview,0,3621,,,,,
433,1748910,S,RESI,11422 W Lake Joy Dr NE,98014,Carnation,550,WA,"1,480,000",5,3,2.75,3220,05/04/2021  ,0.775,Realist,33750,Single Family,Riverview,0,3622,,,,,
434,1763510,S,RESI,31919 NE 16th St,98014,Carnation,550,WA,"2,900,000",202,3,2.5,2910,05/30/2021  ,49.779 ,Realist,2168389,Single Family,Riverview,0,3623,,,,,
435,1761435,S,RESI,32883 NE 51st St,98014,Carnation,550,WA,"890,000",2,4,2.5,2800,05/28/2021  ,0.199,King County Records,8690,Single Family,Riverview,0,3624,,,,,
436,1756535,S,RESI,33090 NE 40th Place,98014,Carnation,550,WA,"925,000",4,4,2.5,2491,05/12/2021  ,0.505,2011 appraisal,22004,Single Family,Riverview,0,3625,,,,,
437,1750761,S,RESI,4066 327th Cir NE,98014,Carnation,550,WA,"965,000",3,4,2.5,2770,05/15/2021  ,0.5,realist,21781,Single Family,Riverview,0,3626,,,,,
438,1762647,S,RESI,4157 333rd Ave NE,98014,Carnation,550,WA,"1,100,000",1,5,2.75,3300,05/29/2021  ,0.192,Realist,8383,Single Family,Riverview,0,3627,,,,,
439,1780170,A,RESI,32908 NE 52nd St,98014,Carnation,550,WA,"900,000",3,6,3,3690,05/27/2021  ,0.173,King County,7519,Single Family,Riverview,0,3628,,,,,
440,1759735,S,RESI,1608 292nd Place NE,98014,Carnation,550,WA,"1,116,000",5,3,2.75,2510,05/28/2021  ,1.564,Realist,68139,Single Family,Snoqualmie,0,3629,,,,,
441,1764643,S,RESI,10701 E Lake Joy Dr NE,98014,Carnation,550,WA,"1,900,000",5,3,3.25,3710,05/18/2021  ,0.884,tax file,38509,Single Family,Riverview,0,3630,,,,,
442,1771563,A,RESI,10001 Fay Rd NE,98014,Carnation,550,WA,"2,157,000",19,4,3.25,3973,05/11/2021  ,11.000 ,KCR,479160,Single Family,Riverview,0,3631,,,,,
443,1751341,A,RESI,35223 NE Moss Creek Wy,98014,Carnation,550,WA,"2,940,000",74,4,3.75,5742,04/05/2021  ,20.000 ,KCR,871200,Single Family,Riverview,0,3632,,,,,
444,1757860,S,RESI,1230 293rd Ave NE,98014,Carnation,550,WA,"1,175,000",4,4,3.5,4060,05/21/2021  ,0.745,Realist,32450,Single Family,Snoqualmie,0,3633,,,,,
445,1755356,S,RESI,31526 NE Stillwater Hill Road,98014,Carnation,550,WA,"980,000",4,4,4,4870,05/12/2021  ,10.210 ,King County,444747,Single Family,Riverview,0,3634,,,,,
446,1779665,A,RESI,1131 NW 57th St #C,98017,Seattle,705,WA,"715,000",5,2,1.5,1113,05/25/2021  ,0.02,Unit Lot Subdivision,882,Single Family,Seattle,0,3635,,,,,
447,1764757,S,RESI,14235 Carnation-Duvall Rd NE,98019,Duvall,550,WA,"850,000",3,3,2.75,2240,05/24/2021  ,0.528,KCR,22985,Single Family,Riverview,84,3636,,,,,
448,1782551,A,RESI,20110 320th Ave NE,98019,Duvall,600,WA,"1,649,000",2,3,2,2519,05/28/2021  ,9.84,Realist,428648,Single Family,Riverview,84,3637,,,,,
449,1780041,A,RESI,14148 311th Ave NE,98019,Duvall,600,WA,"825,000",3,3,1.75,2040,05/27/2021  ,4.769,Realist- Buyer to Verify,207728,Single Family,Riverview,84,3638,,,,,
450,1769589,A,RESI,32745 NE 202nd St,98019,Duvall,600,WA,"875,000",24,3,2,2160,05/06/2021  ,0.637,County,27743,Single Family,Riverview,84,3639,,,,,
451,1769055,S,RESI,14412 274th Ct NE,98019,Duvall,600,WA,"775,000",5,3,1.75,1920,05/28/2021  ,0.322,Realist,14010,Single Family,Riverview,84,3640,,,,,
452,1746464,S,RESI,14031 280th Lane NE,98019,Duvall,600,WA,"795,000",1,3,1.75,1530,05/19/2021  ,0.321,tax records,14000,Single Family,Riverview,84,3641,,,,,
453,1761095,S,RESI,27531 NE 141st Place,98019,Duvall,600,WA,"815,000",3,3,2,1480,05/12/2021  ,0.341,Realist - Buyer to Verify,14858,Single Family,Riverview,84,3642,,,,,
454,1737399,S,RESI,27516 NE 148th Lane,98019,Duvall,600,WA,"960,000",4,4,2,2250,04/30/2021  ,0.323,Realist,14089,Single Family,Riverview,84,3643,,,,,
455,1782778,A,RESI,27918 NE 151st St,98019,Duvall,600,WA,"675,000",1,3,2.25,2130,05/29/2021  ,0.11,Realist,4779,Single Family,Riverview,84,3644,,,,,
456,1770700,A,RESI,16330 3rd Ave NE,98019,Duvall,600,WA,"682,500",3,3,2.25,1440,05/27/2021  ,0.148,Realist,6443,Single Family,Riverview,84,3645,,,,,
457,1773875,A,RESI,30415 NE Big Rock Rd,98019,Duvall,600,WA,"825,000",10,3,2.25,3280,05/20/2021  ,4.94,per KCR,215186,Single Family,Riverview,84,3646,,,,,
458,1553629,S,RESI,26716 NE Boyd Wy,98019,Duvall,600,WA,"674,995",14,3,2.5,2153,05/04/2021  ,0.068,Plans,2961,Single Family,Riverview,84,3647,,,,,
459,1574941,S,RESI,26741 NE Walden (Homesite #4,98019,Duvall,600,WA,"682,626",0,3,2.5,2189,05/07/2021  ,0.066,Plans,2856,Single Family,Riverview,84,3648,,,,,
460,1555629,S,RESI,26714 NE Boyd Wy,98019,Duvall,600,WA,"683,871",0,3,2.5,2189,04/30/2021  ,0.09,Plans,3931,Single Family,Riverview,84,3649,,,,,
461,1574943,S,RESI,26724 NE Boyd (Homesite #45),98019,Duvall,600,WA,"700,500",0,3,2.5,2189,04/30/2021  ,0.066,Plans,2856,Single Family,Riverview,84,3650,,,,,
462,1760689,S,RESI,27832 NE 151st St,98019,Duvall,600,WA,"760,000",2,3,2.25,1600,05/15/2021  ,0.094,Realist,4080,Single Family,Riverview,84,3651,,,,,
463,1759521,S,RESI,15111 276th Place NE,98019,Duvall,600,WA,"760,000",2,3,3,1810,05/15/2021  ,0.086,Tax records,3752,Single Family,Riverview,84,3652,,,,,
464,1568426,S,RESI,26726 NE Boyd (Homesite #44),98019,Duvall,600,WA,"787,340",234,3,2.5,2153,05/27/2021  ,0.066,Plans,2856,Single Family,Riverview,84,3653,,,,,
465,1738631,S,RESI,27921 NE 149th Ct,98019,Duvall,600,WA,"810,000",5,3,2.5,1881,05/17/2021  ,0.115,corelogic,5004,Single Family,Riverview,84,3654,,,,,
